b1r2,b1r3,b1r4,b1r5,b1r7,b1r8,b6r1,b6r2,b6r3,b6r4,b6r5a,b6r5b,b6r6a,b6r6b,b6r7,b6r8,b6r9a,b6r9b,b6r9c,b6r10,b6r11,wert27,jart,exp_cap
71,30,13,1,15739,3,5,4,1,1,18,18,1, , ,1,1,1,1,1,3,173,4,385011.904761905
71,30,13,1,15739,4,5,4,2,1,40,40,4,2,3,2,3,1,1,1,3,173,3,317761.904761905
71,30,13,1,15739,5,1,4,1,1,30,42,5,1,1,2,1,1,1,1,3,173,1,928261.904761905
71,30,13,1,15739,6,5,4,1,1,60,60,1, , ,1,1,1,1,1,3,173,4,543125
71,30,13,1,15739,7,5,4,1,1,72,120,1, , ,1,1,1,1,1,3,173,4,598631.547619048
71,30,13,1,15739,8,6,4,1,1,90,110,1, , ,1,1,1,1,1,3,173,3,380079.365079365
71,30,13,1,15739,9,5,4,1,1,24,24,4,2,2,1,1,1,1,1,3,173,4,364869.047619048
71,30,13,1,15739,10,5,4,1,1,42,54,4,2,2,2,1,1,1,1,3,173,4,424761.904761905
71,30,13,1,15739,11,5,4,1,1,42,42,4,3,2,2,2,1,1,1,3,173,4,408136.904761905
71,30,13,1,15739,12,5,4,1,1,42,42,4,2,2,2,1,1,1,1,3,173,4,305062.5
71,30,13,1,15739,13,5,4,1,1,63,63,4,2,2,2,1,1,1,1,3,173,5,211038.095238095
71,30,13,1,15739,14,2,4,1,1,80,80,2, ,1,2,1,1,1,1,3,173,3,1318968.25396825
71,30,13,1,15739,15,3,4,2,1,20,30,1, , ,1,2,1,1,1,3,173,2,420500
71,30,13,1,15739,16,5,4,1,1,120,300,4,2,2,2,1,1,1,1,3,173,4,692095.238095238
71,30,15,1,25753,1,3,4,1,1,16,16,2, ,2,2,2,1,1,1,3,173,3,456583.333333333
71,30,15,1,25753,2,1,4,1,1,42,42,1, , ,1,1,1,1,1,3,173,4,435883.928571429
71,30,15,1,25753,3,2,4,2,1,30,36,2, ,2,2,2,1,1,1,3,173,4,484095.238095238
71,30,15,1,25753,4,2,4,1,1,36,37,2, ,2,2,2,1,1,1,3,173,4,397934.523809524
71,30,15,1,25753,5,1,4,1,1,60,192,2, ,2,2,1,1,1,1,3,173,2,1164083.33333333
71,30,15,1,25753,6,3,4,1,1,54,63,2, ,1,2,1,1,1,1,3,173,1,967880.952380952
71,30,15,1,25753,7,4,4,1,1,36,36,2, ,1,2,1,1,1,1,3,173,4,615654.761904762
71,30,15,1,25753,8,3,4,1,1,36,48,2, ,1,2,1,1,1,1,3,173,1,955500
71,30,15,1,25753,9,1,4,1,1,120,500,1, , ,1,1,1,1,1,3,173,4,595229.166666667
71,30,15,1,25753,10,1,4,1,1,42,150,2, ,1,2,1,1,1,1,3,173,4,482273.80952381
71,30,15,1,25753,11,1,1,1,1,96,108,4,2,1,2,1,1,1,1,3,173,6,359464.285714286
71,30,15,1,25753,12,1,4,1,1,42,42,2, ,3,1,1,1,1,1,3,173,2,401705.357142857
71,30,15,1,25753,13,3,4,2,1,15,15,5,2,3,1,2,1,1,1,3,173,5,282785.714285714
71,30,15,1,25753,14,3,4,1,1,15,135,1, , ,1,2,1,1,1,3,173,3,375039.682539683
71,30,15,1,25753,15,1,4,1,1,56,90,1, , ,1,1,1,1,1,3,173,4,534675.595238095
71,30,15,1,25753,16,1,4,1,1,60,62,2, ,1,2,1,1,1,1,3,173,3,459408.73015873
71,31,1,1,25788,1,1,4,2,1,48,80,5,3,2,2,1,2,1,1,3,173,3,277638.888888889
71,31,1,1,25788,3,6,4,1,1,48,96,5,3,2,2,1,1,1,1,3,173,3,312956.349206349
71,31,1,1,25788,5,1,4,1,1,72,300,5,1,1,2,1,1,1,1,3,173,3,369071.428571429
71,31,1,1,25788,6,3,4,1,1,30,20,1, , ,1,1,1,1,2,3,173,2,468452.380952381
71,31,1,1,25788,7,1,4,1,1,60,80,5,1,2,2,1,1,1,1,3,173,5,180547.619047619
71,31,1,1,25788,8,1,4,1,1,48,150,5,1,1,2,1,1,1,1,3,173,5,218461.904761905
71,31,1,1,25788,9,1,4,2,1,24,132,5,3,2,2,1,3,4,1,3,173,5,187472.857142857
71,31,1,1,25788,11,3,4,1,1,56,180,3, , ,1,1,1,1,1,3,173,3,286000
71,31,1,1,25788,12,1,4,2,1,48,300,1, , ,1,1,1,1,1,3,173,2,511279.761904762
71,31,1,1,25788,13,1,4,1,1,64,100,3, , ,2,1,1,1,1,3,173,3,276309.523809524
71,31,1,1,25788,14,2,4,1,1,80,120,1, , ,1,1,1,1,1,2,173,3,423849.206349206
71,31,1,1,25788,15,1,4,1,1,48,80,1, , ,1,1,1,1,1,3,173,6,167323.412698413
71,31,1,1,25788,16,1,4,1,2,96,120,1, , ,1,1,1,1,1,3,173,6,344500
71,31,2,1,25815,1,1,4,1,1,52,140,1, , ,1,1,1,1,1,3,173,2,632708.333333333
71,31,2,1,25815,2,1,1,1,1,80,300,1, , ,1,1,1,1,1,3,173,2,825416.666666667
71,31,2,1,25815,3,1,4,1,1,48,340,2, ,1,1,1,1,1,1,3,173,2,589285.714285714
71,31,2,1,25815,4,1,4,1,1,56,337,1, , ,1,1,1,1,1,3,173,2,534880.952380952
71,31,2,1,25815,5,1,4,1,1,64,225,1, , ,1,1,1,1,1,3,173,6,563035.714285714
71,31,2,1,25815,6,6,4,1,1,56,300,1, , ,1,1,1,1,1,3,173,3,465436.507936508
71,31,2,1,25815,7,2,4,2,1,48,120,1, , ,1,1,1,1,1,3,173,4,346324.404761905
71,31,2,1,25815,8,1,1,1,1,48,150,1, , ,1,1,1,1,1,3,173,4,401297.619047619
71,31,2,1,25815,9,2,4,1,1,48,120,1, , ,1,1,1,1,1,3,173,2,526041.666666667
71,31,2,1,25815,10,1,2,1,1,100,300,1, , ,1,1,1,1,1,2,173,5,888721.428571429
71,31,2,1,25815,11,4,4,1,1,42,120,1, , ,1,1,1,1,1,3,173,3,314484.126984127
71,31,2,1,25815,12,1,4,1,1,110,300,1, , ,1,1,1,1,1,2,173,6,439513.888888889
71,31,2,1,25815,14,4,4,1,1,40,120,5,3,1,2,1,1,1,1,3,173,2,264583.333333333
71,31,2,1,25815,15,3,4,1,1,40,120,1, , ,1,1,1,1,1,3,173,4,184386.904761905
71,31,2,1,25815,16,3,4,1,1,56,120,1, , ,1,1,1,1,1,3,173,4,306264.880952381
71,31,3,1,15837,3,4,4,3,2,30,150,5,1,2,2,2,1,1,1,3,173,2,338482.142857143
71,31,3,1,15837,4,1,4,2,1,78,128,5,1,1,2,1,1,1,2,3,173,3,463928.571428571
71,31,3,1,15837,5,1,4,2,1,30,64,1, , ,1,2,1,1,1,3,173,5,198178.571428571
71,31,3,1,15837,6,6,2,2,1,48,120,1, , ,1,1,1,1,1,3,173,2,663065.476190476
71,31,3,1,15837,7,2,4,2,1,48,80,1, , ,1,1,1,1,1,1,173,3,331706.349206349
71,31,3,1,15837,8,5,4,1,1,64,180,1, , ,1,1,1,1,1,3,173,5,523190.476190476
71,31,3,1,15837,9,1,4,2,1,42,165,1, , ,1,1,1,1,1,3,173,3,247321.428571429
71,31,3,1,15837,10,4,4,2,1,48,120,1, , ,1,1,1,1,1,3,173,6,219363.095238095
71,31,3,1,15837,11,5,4,1,1,48,56,1, , ,1,1,1,1,1,3,173,4,493958.333333333
71,31,3,1,15837,12,4,4,1,1,64,120,5,2,1,2,1,1,1,1,3,173,4,327044.642857143
71,31,3,1,15837,13,5,4,1,1,48,120,5,1,1,2,1,1,1,1,3,173,4,456026.785714286
71,31,3,1,15837,15,5,4,1,1,48,56,1, , ,1,1,1,1,1,3,173,4,406279.761904762
71,31,3,1,15837,16,1,4,1,1,64,120,1, , ,1,1,1,1,1,3,173,6,288535.714285714
71,31,5,1,25700,1,1,4,1,1,120,120,1, , ,1,1,1,4,1,3,173,6,639757.936507937
71,31,5,1,25700,2,2,4,1,1,100,150,2, ,2,1,1,1,4,1,3,173,4,542925.595238095
71,31,5,1,25700,3,6,4,1,1,25,36,6,1,1,2,1,1,4,1,3,173,4,404297.619047619
71,31,5,1,25700,4,1,4,1,1,125,455,2, ,1,1,1,1,4,1,3,173,5,1179902.38095238
71,31,5,1,25700,5,1,4,1,1,120,300,1, , ,1,1,1,4,1,3,173,3,1188388.88888889
71,31,5,1,25700,6,6,4,4,1,36,125,1, , ,1,1,1,4,1,3,173,4,432642.857142857
71,31,5,1,25700,7,1,4,1,1,54,300,4,2,1,1,1,1,1,1,3,173,2,614190.476190476
71,31,5,1,25700,8,1,4,1,1,25,25,4,2,1,1,1,1,4,1,3,173,1,738928.571428571
71,31,5,1,25700,9,6,4,1,1,35,100,1, , ,1,1,1,1,1,3,173,3,578603.174603175
71,31,5,1,25700,10,2,4,1,1,120,120,4,2,1,2,1,1,4,1,3,173,4,464848.214285714
71,31,5,1,25700,11,2,4,1,1,54,64,4,2,1,1,1,1,4,1,3,173,3,542039.682539682
71,31,5,1,25700,12,1,4,1,1,40,204,4,1,2,2,1,1,4,1,3,173,4,573343.75
71,31,5,1,25700,13,1,4,1,1,80,120,6,2,1,2,1,2,4,1,3,173,4,1038836.30952381
71,31,5,1,25700,14,3,4,2,1,12,12,6,2,3,2,3,1,4,1,3,173,4,269877.976190476
71,31,5,1,25700,15,1,4,1,1,30,30,5,2,1,1,1,1,1,1,3,173,4,540116.071428571
71,31,5,1,25700,16,7,4,2,1,24,24,6,2,1,2,1,1,4,1,3,173,4,666190.476190476
71,31,7,1,25884,1,1,4,1,1,54,120,4,2,1,2,1,1,1,1,3,173,3,832549.603174603
71,31,7,1,25884,2,1,4,1,1,54,150,4,2,1,1,1,1,1,1,3,173,3,712083.333333333
71,31,7,1,25884,3,1,4,1,1,54,150,4,2,1,2,1,1,1,1,3,173,6,370325.396825397
71,31,7,1,25884,4,1,4,1,1,54,150,4,2,1,2,1,1,1,1,3,173,4,554583.333333333
71,31,7,1,25884,5,1,4,1,1,50,150,4,2,1,2,1,1,1,1,3,173,5,607571.428571429
71,31,7,1,25884,6,1,4,1,1,54,120,1, , ,1,1,1,1,1,3,173,4,739206.845238095
71,31,7,1,25884,7,1,4,1,1,54,150,4,1,2,2,2,1,1,1,3,173,2,607713.690476191
71,31,7,1,25884,8,1,4,1,1,50,120,1, , ,1,1,1,1,1,3,173,4,576348.214285714
71,31,7,1,25884,9,5,4,1,1,54,70,4,1,1,2,2,1,1,1,3,173,4,713833.333333333
71,31,7,1,25884,10,1,4,1,1,54,150,4,2,1,2,1,1,1,1,3,173,4,567779.761904762
71,31,7,1,25884,11,2,2,1,1,54,150,4,2,1,2,1,1,1,1,2,173,4,522633.928571429
71,31,7,1,25884,12,1,1,1,1,54,150,4,2,1,2,1,1,1,1,3,173,5,416511.904761905
71,31,7,1,25884,13,1,4,1,1,70,150,4,2,1,2,1,1,1,1,3,173,3,906178.571428571
71,31,7,1,25884,14,1,4,1,1,54,150,4,2,1,2,1,1,1,1,3,173,4,952660.714285714
71,31,7,1,25884,15,1,4,1,1,60,120,1, , ,1,1,1,1,1,3,173,4,516380.952380952
71,31,7,1,25884,16,4,4,1,1,36,120,4,2,1,2,1,1,1,1,3,173,1,1116785.71428571
71,31,8,1,15913,2,1,4,1,1,32,80,5,2,1,2,1,1,4,1,3,173,4,614104.166666667
71,31,8,1,15913,3,1,4,1,1,49,60,6,2,1,2,2,1,4,1,3,173,2,317380.952380952
71,31,8,1,15913,4,1,4,1,1,90,100,2, ,1,1,1,1,4,1,3,173,3,1417436.50793651
71,31,8,1,15913,5,6,4,1,1,24,80,2, ,3,2,2,1,4,1,3,173,5,431711.904761905
71,31,8,1,15913,6,3,4,1,1,28,28,5,2,1,2,1,1,6,1,3,173,4,388220.238095238
71,31,8,1,15913,7,1,4,1,1,28,28,1, , ,1,2,1,6,1,3,173,2,916750
71,31,8,1,15913,8,1,4,2,1,24,150,5,1,1,2,1,1,4,1,3,173,4,234651.785714286
71,31,8,1,15913,9,1,4,1,1,60,80,6,2,1,2,1,1,4,1,3,173,5,963595.238095238
71,31,8,1,15913,10,6,4,1,1,30,49,6,3,2,2,2,1,4,1,3,173,3,611761.904761905
71,31,8,1,15913,11,1,4,1,1,30,49,6,3,2,2,2,1,4,1,3,173,2,413136.904761905
71,31,8,1,15913,12,6,4,1,1,64,80,4,2,1,2,1,1,4,1,3,173,2,755976.19047619
71,31,8,1,15913,13,1,4,1,1,70,70,2, ,1,1,1,1,4,1,3,173,8,603130.952380952
71,31,8,1,15913,14,1,4,1,2,42,50,2, ,3,1,1,1,4,1,3,173,3,933468.253968254
71,31,8,1,15913,15,1,4,1,1,49,90,2, ,3,1,1,1,4,1,3,173,4,712758.928571429
71,31,8,1,15913,16,6,4,1,1,40,49,6,2,1,2,1,1,4,1,3,173,4,526008.928571429
71,31,11,1,25937,1,1,4,1,1,90,120,5,2,1,2,1,1,1,1,3,173,4,336019.345238095
71,31,11,1,25937,2,6,4,1,1,48,120,1, , ,1,1,1,1,1,3,173,3,385503.968253968
71,31,11,1,25937,3,1,4,1,1,56,144,2, ,1,1,1,1,1,1,3,173,4,210322.619047619
71,31,11,1,25937,4,6,4,1,1,120,300,2, ,1,1,1,1,1,1,3,173,4,294751.785714286
71,31,11,1,25937,5,2,4,1,1,120,300,2, ,1,1,1,1,1,1,3,173,3,394297.619047619
71,31,11,1,25937,6,6,4,1,1,120,120,5,3,1,2,1,1,1,1,3,173,3,404926.19047619
71,31,11,1,25937,7,6,4,1,1,120,120,2, ,1,1,1,1,1,1,3,173,3,1130833.33333333
71,31,11,1,25937,8,3,4,1,1,56,56,5,2,1,2,1,1,1,1,3,173,3,315769.841269841
71,31,11,1,25937,9,1,4,1,1,30,30,2, ,2,1,1,1,1,1,3,173,4,322229.761904762
71,31,11,1,25937,10,6,4,1,1,112,112,2, ,1,1,1,1,1,1,3,173,4,336651.785714286
71,31,11,1,25937,11,1,4,1,1,60,170,2, ,1,1,1,1,1,1,3,173,2,577363.095238095
71,31,11,1,25937,12,1,4,2,1,42,42,6,2,1,2,1,1,1,1,3,173,2,447044.642857143
71,31,11,1,25937,13,1,4,1,2,90,128,6,1,2,2,1,1,1,1,3,173,4,511869.047619048
71,31,11,1,25937,14,6,4,1,1,90,90,2, ,1,1,1,1,1,1,3,173,5,276978.571428571
71,31,11,1,25937,15,1,4,1,1,30,100,2, ,1,1,1,1,1,1,3,173,1,554904.761904762
71,31,11,1,25937,16,6,4,2,1,54,90,4,2,3,2,1,1,1,1,3,173,3,292182.53968254
71,40,3,1,25955,1,1,4,4,2,40,100,5,1,3,2,2,3,4,1,3,173,3,385909.523809524
71,40,3,1,25955,2,1,4,1,1,35,120,5,1,2,2,2,1,4,1,1,173,4,277166.666666667
71,40,3,1,25955,3,1,4,1,1,48,180,5,2,1,2,1,1,1,1,3,173,4,390604.166666667
71,40,3,1,25955,4,1,4,2,1,40,80,5,3,1,2,1,1,4,1,3,173,2,347592.261904762
71,40,3,1,25955,5,1,4,2,1,20,80,4,1,1,2,1,3,4,1,5,173,3,253753.968253968
71,40,3,1,25955,6,2,4,1,1,18,40,4,1,1,2,1,1,4,1,3,173,1,870595.238095238
71,40,3,1,25955,7,1,4,2,1,30,400,1, , ,1,1,1,1,1,3,173,4,905172.619047619
71,40,3,1,25955,8,1,4,3,1,15,60,5,2,3,2,1,1,4,1,3,173,3,475535.714285714
71,40,3,1,25955,9,4,3,3,2,16,0,5,2,3,2,3,2,4,3,5,173,3,233134.920634921
71,40,3,1,25955,10,1,4,1,1,40,150,2, ,2,1,1,1,4,1,3,173,4,497440.476190476
71,40,3,1,25955,11,1,4,1,1,90,300,1, , ,1,1,1,1,1,3,173,3,1109376.98412698
71,40,3,1,25955,12,4,1,1,1,30,250,5,2,3,2,3,2,4,1,3,173,4,201422.619047619
71,40,3,1,25955,13,4,4,1,1,42,200,5,1,3,2,1,1,1,1,3,173,3,310678.571428571
71,40,3,1,25955,15,3,4,1,1,6,48,5,1,2,2,2,3,4,2,3,173,1,912666.666666667
71,40,3,1,25955,16,2,4,1,1,36,120,2, ,1,1,1,1,1,1,3,173,1,1131607.14285714
71,40,5,1,15975,1,2,4,1,1,18,680,5,1,1,2,1,3,4,1,3,173,2,646726.190476191
71,40,5,1,15975,2,6,4,1,1,40,100,2, ,1,1,1,3,4,1,3,173,3,511472.222222222
71,40,5,1,15975,3,1,2,1,1,24,108,2, ,1,1,1,1,4,1,3,173,3,794817.46031746
71,40,5,1,15975,4,1,4,1,1,36,120,2, ,1,1,1,1,4,1,3,173,1,1261154.76190476
71,40,5,1,15975,5,1,4,1,1,30,80,2, ,1,1,1,1,4,1,3,173,3,606003.968253968
71,40,5,1,15975,6,1,4,1,1,24,120,2, ,1,1,1,1,4,1,3,173,1,1436583.33333333
71,40,5,1,15975,7,1,4,1,1,18,120,4,1,1,2,1,1,4,1,1,173,3,894283.73015873
71,40,5,1,15975,8,1,4,1,1,25,160,4,1,1,2,1,1,4,1,3,173,4,890910.714285714
71,40,5,1,15975,9,1,2,1,1,36,160,5,1,1,2,1,2,4,1,3,173,2,702172.619047619
71,40,5,1,15975,10,1,4,1,1,35,136,2, ,1,1,1,1,4,1,3,173,2,930553.571428571
71,40,5,1,15975,11,1,4,1,1,30,64,4,1,1,2,1,1,4,1,3,173,3,425337.301587302
71,40,5,1,15975,12,5,4,1,1,30,100,4,1,1,2,1,1,4,1,3,173,4,412184.523809524
71,40,5,1,15975,13,1,4,1,1,36,100,4,1,1,2,1,1,4,1,2,173,6,441501.984126984
71,40,5,1,15975,14,1,4,1,1,48,160,2, ,1,1,1,1,4,1,3,173,4,874232.142857143
71,40,5,1,15975,15,1,4,1,1,80,160,2, ,1,1,1,1,4,1,3,173,2,1011366.07142857
71,40,5,1,15975,16,1,4,1,1,36,240,4,1,1,2,1,1,4,1,3,173,4,462247.023809524
71,40,6,1,25243,1,1,4,1,1,20,55,2, ,1,1,1,1,1,1,3,173,4,534178.571428571
71,40,6,1,25243,2,1,4,1,1,30,370,1, , ,1,1,1,4,1,2,173,2,575803.571428571
71,40,6,1,25243,3,1,4,1,1,25,100,5,1,1,2,1,2,4,1,4,173,4,221851.19047619
71,40,6,1,25243,4,6,4,1,1,30,55,5,1,2,1,1,1,4,1,3,173,4,390530.654761905
71,40,6,1,25243,5,1,4,1,1,45,200,5,1,1,2,2,1,6,1,3,173,4,362441.666666667
71,40,6,1,25243,6,1,4,2,1,42,300,5,1,1,2,1,1,4,1,3,173,4,378315.476190476
71,40,6,1,25243,7,1,4,1,1,42,300,5,1,1,2,1,1,4,1,3,173,1,834178.571428571
71,40,6,1,25243,8,1,4,2,1,24,264,5,1,1,2,1,1,4,1,5,173,2,398041.666666667
71,40,6,1,25243,9,1,4,1,1,48,300,5,2,3,2,1,1,4,1,3,173,3,759222.222222222
71,40,6,1,25243,10,1,2,1,1,72,384,5,1,1,2,1,3,4,1,3,173,2,699471.428571429
71,40,6,1,25243,11,1,4,2,1,24,100,5,2,1,2,1,3,4,1,3,173,2,378928.571428571
71,40,6,1,25243,12,1,4,1,1,50,100,5,2,1,2,1,3,4,1,5,173,2,455238.095238095
71,40,6,1,25243,14,1,4,2,1,54,170,5,2,1,2,1,1,4,1,5,173,3,252309.523809524
71,40,6,1,25243,15,1,4,1,1,60,300,2, ,1,1,1,1,4,1,3,173,3,270540.079365079
71,40,6,1,25243,16,1,4,2,1,30,300,2, ,1,1,1,1,4,1,3,173,1,1310595.23809524
71,51,1,1,25261,1,2,4,1,1,88,96,4,2,1,2,1,1,1,1,3,173,8,247462.797619048
71,51,1,1,25261,2,2,4,1,1,30,30,1, , ,1,1,1,1,1,3,173,2,641071.428571429
71,51,1,1,25261,3,3,4,1,1,81,99,4,1,2,2,2,1,1,1,3,173,2,337142.857142857
71,51,1,1,25261,4,6,4,1,1,30,42,4,1,3,2,2,1,1,1,3,173,5,236902.380952381
71,51,1,1,25261,5,6,4,1,1,80,80,4,2,1,2,1,1,1,1,3,173,2,727035.119047619
71,51,1,1,25261,6,6,4,1,1,84,91,4,2,1,2,1,1,1,1,3,173,3,424325.396825397
71,51,1,1,25261,7,6,4,1,1,63,63,2, ,1,2,1,1,1,1,3,173,4,231547.619047619
71,51,1,1,25261,8,6,4,1,1,80,80,4,1,2,2,2,1,1,1,3,173,2,440565.476190476
71,51,1,1,25261,9,6,4,1,1,80,80,4,1,2,1,2,1,1,1,3,173,3,237301.587301587
71,51,1,1,25261,11,1,4,1,1,99,104,2, ,1,2,1,1,1,1,3,173,4,433885.416666667
71,51,1,1,25261,12,1,4,1,1,40,40,4,1,3,2,1,1,1,1,3,173,4,203630.952380952
71,51,1,1,25261,13,6,4,1,1,72,72,5,3,3,2,4, ,3,1,3,173,5,181857.142857143
71,51,1,1,25261,14,1,4,1,1,60,300,5,2,1,2,1,1,1,1,3,173,2,587166.666666667
71,51,1,1,25261,15,3,4,1,1,72,72,5,1,2,2,2,1,1,1,3,173,2,390404.761904762
71,51,1,1,25261,16,6,4,1,1,72,110,1, , ,1,1,1,1,1,3,173,3,554563.492063492
71,51,5,1,16012,1,1,4,1,1,300,375,4,2,1,2,1,1,1,1,3,173,5,371633.333333333
71,51,5,1,16012,2,1,4,1,1,24,360,2, ,1,1,1,1,1,1,3,173,7,250738.095238095
71,51,5,1,16012,3,6,4,1,1,90,100,2, ,1,1,1,1,3,1,3,173,3,283599.206349206
71,51,5,1,16012,4,1,4,1,1,56,56,3, , ,1,4, ,3,1,3,173,5,239654.761904762
71,51,5,1,16012,5,1,4,1,1,63,90,2, ,1,2,1,1,1,1,3,173,4,316142.857142857
71,51,5,1,16012,6,1,4,1,1,30,110,2, ,1,2,4, ,3,1,3,173,5,226091.666666667
71,51,5,1,16012,7,1,4,1,1,24,24,3, , ,1,4, ,3,1,3,173,4,282988.095238095
71,51,5,1,16012,8,6,4,1,1,40,54,3, , ,1,1,1,3,1,3,173,3,295571.428571429
71,51,5,1,16012,9,3,4,1,1,36,63,3, , ,1,2,2,3,1,3,173,2,479702.380952381
71,51,5,1,16012,10,6,4,1,1,120,120,2, ,2,2,1,1,1,1,3,173,3,388865.079365079
71,51,5,1,16012,11,6,4,1,1,70,70,3, , ,1,4, ,3,1,3,173,2,354196.428571429
71,51,5,1,16012,12,1,4,1,1,72,180,2, ,1,2,1,1,1,1,3,173,4,440324.404761905
71,51,5,1,16012,13,3,4,1,1,30,182,2, ,1,1,1,1,1,1,3,173,1,856773.809523809
71,51,5,1,16012,14,1,4,1,1,96,96,5,1,1,2,1,1,1,1,3,173,7,252901.360544218
71,51,5,1,16012,15,1,4,2,1,48,100,3, , ,1,4, ,3,1,3,173,5,183535.714285714
71,51,5,1,16012,16,6,4,2,1,56,63,3, , ,1,3,2,3,1,3,173,3,478247.619047619
71,51,6,1,26033,1,3,4,1,1,72,140,5,3,1,2,1,1,1,1,3,173,4,212651.785714286
71,51,6,1,26033,2,6,4,1,1,72,150,4,2,1,2,1,1,1,1,3,173,4,456752.976190476
71,51,6,1,26033,3,6,4,2,1,24,24,4,3,2,2,2,1,1,1,3,173,3,165912.698412698
71,51,6,1,26033,4,1,4,1,1,180,180,1, , ,1,1,1,1,1,3,173,5,376847.619047619
71,51,6,1,26033,5,1,4,1,1,64,90,5,2,1,2,1,1,1,1,3,173,4,227407.738095238
71,51,6,1,26033,6,3,4,1,1,80,120,4,2,2,2,2,1,1,1,3,173,3,361007.936507937
71,51,6,1,26033,7,1,4,2,1,30,42,4,2,2,1,1,2,4,1,3,173,3,319341.26984127
71,51,6,1,26033,8,1,4,2,1,12,150,4,2,3,1,1,1,1,1,3,173,3,300527.777777778
71,51,6,1,26033,9,1,4,1,1,30,77,5,2,1,2,1,1,1,1,3,173,4,214693.452380952
71,51,6,1,26033,10,6,4,1,1,108,126,5,2,2,2,2,1,1,1,3,173,3,329198.412698413
71,51,6,1,26033,11,6,4,1,1,56,90,4,2,2,2,1,1,1,1,3,173,2,478642.857142857
71,51,6,1,26033,12,1,4,1,1,48,64,4,2,3,1,1,1,1,1,3,173,5,202852.380952381
71,51,6,1,26033,13,1,4,1,1,54,165,4,2,3,1,1,1,1,1,3,173,5,250509.523809524
71,51,6,1,26033,14,1,4,1,1,35,195,4,2,1,2,1,1,1,1,3,173,5,229697.619047619
71,51,6,1,26033,15,1,4,1,1,42,100,5,3,2,2,1,2,1,1,5,173,5,152738.095238095
71,51,6,1,26033,16,3,4,2,1,30,30,4,2,3,1,2,1,1,1,3,173,3,258984.126984127
71,51,8,1,26093,1,1,4,1,1,56,150,4,2,1,2,1,1,1,1,3,173,4,304339.285714286
71,51,8,1,26093,2,1,4,1,1,42,150,5,2,1,2,1,1,1,1,3,173,4,258875
71,51,8,1,26093,3,1,4,2,1,42,195,4,2,2,2,1,1,1,1,3,173,1,860702.380952381
71,51,8,1,26093,4,1,4,1,1,54,150,4,2,1,2,1,1,1,1,3,173,5,214485.714285714
71,51,8,1,26093,6,1,4,1,1,30,96,1, , ,1,1,1,1,1,3,173,3,331968.253968254
71,51,8,1,26093,7,1,4,1,1,66,120,4,2,1,2,1,1,1,1,3,173,5,227661.904761905
71,51,8,1,26093,8,1,4,1,1,54,150,4,2,1,2,1,1,1,1,3,173,8,368994.047619048
71,51,8,1,26093,9,1,4,1,1,56,230,4,2,2,1,1,1,1,1,3,173,4,285218.75
71,51,8,1,26093,10,6,4,1,1,72,150,5,1,1,2,1,1,1,1,3,173,4,215089.285714286
71,51,8,1,26093,11,1,4,1,1,42,100,5,2,1,2,1,1,1,1,3,173,5,170976.19047619
71,51,8,1,26093,12,1,4,2,1,30,340,5,2,2,2,1,1,1,1,3,173,1,389916.666666667
71,51,8,1,26093,13,1,4,2,1,45,70,5,2,1,2,1,1,1,1,3,173,4,290833.333333333
71,51,8,1,26093,14,1,4,1,1,45,98,4,2,2,1,1,1,1,1,3,173,5,178890.476190476
71,51,8,1,26093,15,1,4,1,1,18,18,5,2,2,2,1,1,1,1,3,173,5,239323.80952381
71,51,8,1,26093,16,1,4,1,1,48,90,5,2,1,2,1,1,1,1,3,173,5,218414.285714286
71,52,1,1,15298,1,3,4,1,1,12,120,2, ,2,2,2,1,1,1,3,173,3,457511.904761905
71,52,1,1,15298,2,3,4,1,1,9,105,2, ,2,2,2,1,1,1,3,173,3,455061.507936508
71,52,1,1,15298,3,3,4,2,1,12,150,1, , ,1,2,1,1,1,1,173,3,429206.349206349
71,52,1,1,15298,4,3,4,2,1,12,120,2, ,2,2,2,1,1,1,3,173,3,369976.19047619
71,52,1,1,15298,5,3,4,2,1,6,120,1, , ,1,2,1,1,1,3,173,3,237150.793650794
71,52,1,1,15298,6,3,4,1,1,12,150,2, ,2,2,2,1,1,1,3,173,4,274422.619047619
71,52,1,1,15298,7,3,4,1,1,9,150,2, ,2,2,2,1,1,1,3,173,3,418908.73015873
71,52,1,1,15298,8,1,4,1,1,63,150,2, ,2,2,1,1,1,1,3,173,7,434797.619047619
71,52,1,1,15298,9,3,4,1,1,24,120,2, ,2,1,2,1,1,1,3,173,2,424458.333333333
71,52,1,1,15298,10,3,4,1,1,24,120,2, ,2,2,2,1,1,1,3,173,3,338759.920634921
71,52,1,1,15298,11,3,4,1,1,36,120,2, ,1,1,2,1,1,1,3,173,2,467261.904761905
71,52,1,1,15298,12,3,4,1,1,28,120,2, ,2,1,2,1,1,1,3,173,2,366994.047619048
71,52,1,1,15298,13,1,4,1,1,28,28,2, ,1,1,1,1,1,1,3,173,4,260583.333333333
71,52,1,1,15298,14,1,4,1,1,90,90,2, ,1,1,1,1,1,1,3,173,4,282851.19047619
71,52,1,1,15298,15,1,4,1,1,50,50,2, ,1,1,4, ,6,1,3,173,4,284178.571428571
71,52,1,1,15298,16,1,4,1,1,36,36,3, , ,1,3,1,1,1,3,173,4,584711.309523809
