b1r2,b1r3,b1r4,b1r5,b1r7,b1r8,b6r1,b6r2,b6r3,b6r4,b6r5a,b6r5b,b6r6a,b6r6b,b6r7,b6r8,b6r9a,b6r9b,b6r9c,b6r10,b6r11,wert27,jart,exp_cap
3,50,7,2,20230,14,1,4,3,2,20,150,8,2,2,2,2,1,4,1,5,57,2,315961.30952381
3,50,7,2,20230,15,1,4,1,1,48,300,8,3,1,2,1,1,4,1,5,57,4,199674.107142857
3,50,7,2,20230,16,1,4,2,1,35,120,8,3,2,2,1,1,4,1,5,57,2,306747.023809524
3,50,10,2,20240,1,1,4,2,2,30,150,8,3,1,2,4, ,3,3,5,57,2,283223.214285714
3,50,10,2,20240,2,6,6,3,2,20,70,8,3,1,2,4, ,3,3,5,57,2,292812.5
3,50,10,2,20240,3,1,4,2,1,48,150,8,3,1,2,4, ,3,1,5,57,1,450404.761904762
3,50,10,2,20240,4,1,4,1,1,30,150,8,1,1,2,4, ,3,1,5,57,4,279813.392857143
3,50,10,2,20240,5,1,6,4,2,30,150,8,2,1,2,4, ,3,3,3,57,2,218252.976190476
3,50,10,2,20240,6,1,4,1,1,35,150,8,2,2,2,4, ,3,1,5,57,3,175176.587301587
3,50,10,2,20240,7,6,4,1,1,35,150,8,2,1,2,1,1,4,1,3,57,2,323910.714285714
3,50,10,2,20240,8,1,4,1,1,63,300,4,1,1,2,1,1,4,1,3,57,4,274934.523809524
3,50,10,2,20240,9,1,4,3,2,30,150,8,1,1,2,4, ,5,1,5,57,2,221877.976190476
3,50,10,2,20240,10,6,4,1,1,98,300,8,1,1,2,1,1,4,1,3,57,6,202634.325396825
3,50,10,2,20240,11,1,4,1,1,56,150,8,1,1,2,1,1,4,1,5,57,3,222968.253968254
3,50,10,2,20240,12,1,4,1,1,63,300,8,1,1,2,1,1,4,1,5,57,3,195896.825396825
3,50,10,2,20240,13,1,4,1,1,42,150,4,1,1,2,1,1,4,1,5,57,4,253812.5
3,50,10,2,20240,14,6,4,2,1,48,130,8,1,1,2,1,1,4,1,5,57,2,255943.452380952
3,50,10,2,20240,15,1,4,1,1,168,900,8,1,1,2,1,1,4,1,3,57,4,280252.976190476
3,50,10,2,20240,16,6,6,3,2,30,100,8,1,1,2,4, ,3,3,5,57,2,266163.69047619
3,50,13,2,20250,2,1,4,1,1,35,150,8,1,1,2,4, ,3,1,5,57,3,281238.095238095
3,50,13,2,20250,3,1,6,2,2,30,150,8,1,2,2,3,1,4,1,5,57,6,207266.865079365
3,50,13,2,20250,4,1,4,1,1,35,150,8,1,1,2,4, ,3,1,5,57,4,319348.214285714
3,50,13,2,20250,5,1,6,3,2,20,150,8,1,1,2,4, ,5,1,5,57,3,209339.285714286
3,50,13,2,20250,6,1,4,2,2,30,150,4,1,1,2,4, ,5,1,5,57,3,297827.380952381
3,50,13,2,20250,7,6,4,1,1,48,150,8,1,1,2,1,1,1,1,5,57,3,317329.365079365
3,50,13,2,20250,8,1,4,1,1,35,150,8,2,1,2,4, ,3,1,5,57,5,150863.333333333
3,50,13,2,20250,9,1,4,1,1,48,150,8,1,1,1,1,1,1,1,5,57,3,326595.238095238
3,50,13,2,20250,10,1,6,3,2,16,120,8,1,1,2,4, ,3,1,5,57,3,282132.936507937
3,50,13,2,20250,11,1,4,1,2,48,150,8,1,1,2,1,1,1,1,5,57,4,287741.071428571
3,50,13,2,20250,12,1,4,1,2,35,150,8,3,1,2,4, ,3,1,5,57,3,314126.984126984
3,50,13,2,20250,13,4,4,1,1,30,100,8,1,1,2,1,1,1,1,5,57,2,299577.380952381
3,50,13,2,20250,14,1,4,1,1,48,300,8,1,2,2,4, ,3,1,5,57,4,274894.345238095
3,50,13,2,20250,15,1,6,3,2,20,150,8,2,1,2,4, ,3,3,5,57,2,236550.595238095
3,50,13,2,20250,16,1,6,3,2,16,130,8,1,2,2,4, ,3,3,5,57,4,219639.880952381
3,60,14,2,20285,1,1,4,1,1,30,64,2, ,1,1,4, ,3,1,5,57,4,158433.035714286
3,60,14,2,20285,2,1,4,1,1,24,36,7,3,3,2,4, ,6,1,5,57,4,159501.488095238
3,60,14,2,20285,3,1,4,1,1,30,56,2, ,1,1,1,1,6,1,5,57,4,163420.535714286
3,60,14,2,20285,5,1,4,1,1,48,72,2, ,1,1,1,1,1,1,5,57,4,257250
3,60,14,2,20285,6,1,6,2,1,25,55,2, ,1,1,1,1,1,1,5,57,1,314535.714285714
3,60,14,2,20285,8,1,4,1,1,24,64,2, ,1,1,1,1,1,1,3,57,2,256875
3,60,14,2,20285,9,1,6,3,2,20,48,2, ,2,1,2,1,1,4,5,57,3,160039.682539683
3,60,14,2,20285,11,5,4,1,1,20,36,2, ,1,1,1,1,1,1,3,57,2,420148.80952381
3,60,14,2,20285,12,1,4,2,1,40,52,2, ,1,1,1,1,1,1,3,57,5,306966.666666667
3,60,14,2,20285,13,1,6,2,1,20,36,2, ,2,1,2,1,1,1,5,57,4,164357.142857143
3,60,14,2,20285,15,6,4,2,1,15,42,2, ,2,1,4, ,5,1,5,57,2,152000
3,60,14,2,20285,16,3,4,1,1,30,49,2, ,1,1,1,1,1,1,3,57,3,202198.412698413
3,61,1,2,20251,1,1,4,2,1,30,110,7,3,1,2,4, ,5,3,5,57,2,345101.19047619
3,61,1,2,20251,5,1,4,2,1,36,72,7,2,2,2,1,1,1,3,5,57,3,214692.46031746
3,61,1,2,20251,6,1,4,2,2,56,90,7,2,2,2,4, ,5,3,5,57,2,186863.095238095
3,61,1,2,20251,7,1,4,1,1,63,72,7,2,2,2,1,1,1,2,5,57,4,300883.928571429
3,61,1,2,20251,9,1,4,1,2,30,132,7,2,2,2,1,1,1,2,5,57,4,220092.55952381
3,61,1,2,20251,11,1,4,2,1,30,88,7,2,2,2,4, ,5,3,5,57,4,215181.547619048
3,61,1,2,20251,12,1,6,3,2,20,90,7,2,2,2,4, ,5,3,5,57,3,244154.761904762
3,61,1,2,20251,13,1,6,3,2,30,80,7,2,2,2,4, ,5,3,5,57,3,297690.476190476
3,61,4,2,20266,1,1,4,1,1,30,60,7,3,3,2,1,1,1,3,5,57,3,202596.031746032
3,61,4,2,20266,2,1,4,1,1,48,53,7,3,3,2,1,1,1,1,5,57,5,156967.857142857
3,61,4,2,20266,4,1,4,2,2,30,120,7,3,3,2,4, ,5,1,5,57,3,214725.396825397
3,61,4,2,20266,6,1,6,3,2,20,210,7,3,3,2,1,1,4,1,5,57,3,202421.428571429
3,61,4,2,20266,7,1,4,2,1,30,130,7,3,1,2,1,1,4,3,5,57,4,162458.630952381
3,61,4,2,20266,8,1,4,2,2,30,150,7,3,3,2,1,1,4,1,5,57,2,187923.214285714
3,61,4,2,20266,9,1,6,3,2,30,150,7,3,3,2,1,1,4,3,5,57,3,232761.507936508
3,61,4,2,20266,10,1,6,3,2,30,56,7,3,3,2,4, ,5,3,3,57,1,320660.714285714
3,61,4,2,20266,11,1,4,2,1,42,247,7,3,1,2,1,1,4,1,5,57,5,170740.476190476
3,61,4,2,20266,12,1,4,1,1,30,180,6,2,1,2,1,1,1,1,5,57,5,224088.095238095
3,61,4,2,20266,13,1,6,3,2,12,48,6,3,2,2,1,1,4,3,5,57,2,218880.952380952
3,61,4,2,20266,14,1,4,1,1,72,150,7,3,3,2,1,1,1,1,5,57,4,228922.619047619
3,61,4,2,20266,15,1,4,2,1,30,120,7,3,3,2,1,1,1,1,5,57,2,308726.19047619
3,61,4,2,20266,16,1,4,1,1,120,165,7,3,1,2,1,1,1,1,5,57,3,285892.857142857
3,70,3,2,10300,1,1,4,1,1,56,140,7,2,1,2,1,1,1,1,3,57,2,412759.523809524
3,70,3,2,10300,2,1,4,1,1,35,56,7,1,1,2,1,1,1,1,3,57,3,321279.761904762
3,70,3,2,10300,3,1,4,1,1,90,400,7,3,3,2,3,1,1,1,5,57,3,191996.031746032
3,70,3,2,10300,4,1,6,3,1,20,56,7,3,1,2,2,1,4,1,3,57,4,169139.880952381
3,70,3,2,10300,5,1,4,1,1,35,100,7,3,1,2,1,1,1,1,5,57,1,356827.380952381
3,70,3,2,10300,7,1,4,1,1,81,120,7,2,1,2,3,1,1,1,5,57,3,195097.222222222
3,70,3,2,10300,9,1,6,2,1,20,42,7,3,3,2,4, ,5,1,5,57,5,150388.095238095
3,70,3,2,10300,10,1,4,1,1,68,150,7,3,1,2,1,1,1,1,5,57,2,310321.428571429
3,70,3,2,10300,11,1,6,2,1,20,48,3, , ,2,3,1,4,1,5,57,4,199102.678571429
3,70,3,2,10300,12,1,4,1,1,120,260,3, , ,2,1,1,4,1,3,57,5,558904.761904762
3,70,3,2,10300,13,5,4,1,1,80,120,3, , ,2,1,1,4,1,5,57,5,191645.238095238
3,70,3,2,10300,16,1,6,3,2,20,300,3, , ,2,4, ,5,4,5,57,2,168790.476190476
3,70,7,2,20309,1,1,6,1,1,25,120,7,3,3,2,3,1,1,4,5,57,4,169208.333333333
3,70,7,2,20309,2,1,4,1,1,35,180,7,3,1,2,1,1,1,1,5,57,3,191805.555555556
3,70,7,2,20309,4,6,4,1,1,63,300,3, , ,2,1,1,4,1,5,57,4,251066.964285714
3,70,7,2,20309,5,1,4,1,1,35,225,7,3,1,2,1,1,1,1,5,57,2,234467.261904762
3,70,7,2,20309,6,6,4,1,1,42,96,7,1,2,1,1,1,1,1,5,57,3,234775.793650794
3,70,7,2,20309,8,1,4,1,1,30,80,3, , ,2,1,1,4,1,5,57,4,172559.523809524
3,70,7,2,20309,9,1,4,1,1,48,180,7,3,1,2,1,1,1,1,5,57,5,180085.714285714
3,70,7,2,20309,10,1,4,1,1,42,270,7,3,1,2,1,1,1,1,5,57,5,244394.047619048
3,70,7,2,20309,11,1,4,1,1,30,180,7,3,1,2,1,1,1,1,5,57,2,220979.166666667
3,70,7,2,20309,12,4,4,2,2,20,96,7,3,3,2,3,1,1,1,5,57,3,184091.26984127
3,70,7,2,20309,13,1,4,1,1,35,300,7,3,1,2,1,1,1,1,5,57,3,213738.095238095
3,70,7,2,20309,14,1,4,2,2,30,80,7,3,4,2,4, ,3,4,5,57,2,223872.023809524
3,70,7,2,20309,15,1,6,2,1,120,210,7,3,1,2,1,1,1,1,5,57,2,249717.857142857
3,70,7,2,20309,16,1,4,1,1,48,200,6,2,1,2,3,1,1,1,3,57,2,337321.428571429
3,70,11,2,20318,1,1,4,1,1,110,180,7,2,1,2,1,1,1,1,5,57,4,162770.833333333
3,70,11,2,20318,2,1,4,1,1,40,400,7,3,3,2,1,1,1,1,5,57,4,153372.023809524
3,70,11,2,20318,3,1,4,1,1,35,182,7,3,3,2,1,2,1,4,5,57,3,228404.761904762
3,70,11,2,20318,8,1,4,1,1,30,120,3, , ,2,1,1,1,4,5,57,4,158803.571428571
3,70,11,2,20318,9,1,4,2,2,30,80,7,3,3,2,3,1,1,4,5,57,3,180170.634920635
3,70,11,2,20318,11,1,4,1,2,30,72,7,3,3,2,3,1,1,4,5,57,3,173057.936507937
3,70,11,2,20318,14,1,4,2,2,20,150,7,3,3,2,2,1,1,4,5,57,4,167485.119047619
3,80,2,2,20326,2,1,4,1,1,30,160,8,3,1,2,2,1,1,3,5,57,3,171998.015873016
3,80,2,2,20326,3,1,4,1,1,42,200,7,2,1,2,1,1,1,1,5,57,4,208419.642857143
3,80,2,2,20326,5,1,4,1,1,20,100,8,3,2,2,1,1,1,1,5,57,4,159377.976190476
3,80,2,2,20326,6,1,4,1,1,84,220,9, ,2,1,2,1,1,1,5,57,5,166747.619047619
3,80,2,2,20326,7,1,4,1,1,90,240,7,2,1,2,1,1,1,1,3,57,3,557519.841269841
3,80,2,2,20326,8,1,4,1,1,30,120,7,2,1,2,1,1,1,1,5,57,4,161709.821428571
3,80,2,2,20326,9,1,4,1,1,94,300,7,2,1,2,1,1,1,1,5,57,7,275061.224489796
3,80,2,2,20326,10,1,4,1,1,42,300,8,3,1,2,2,1,1,1,5,57,5,225919.047619048
3,80,2,2,20326,11,1,4,1,1,35,225,8,3,1,2,1,1,1,4,5,57,4,171864.880952381
3,80,2,2,20326,13,1,4,1,1,45,280,8,3,1,2,1,1,1,3,5,57,5,298428.571428571
3,80,2,2,20326,14,1,4,1,1,30,200,3, , ,2,1,1,1,3,5,57,1,229077.380952381
3,80,2,2,20326,15,1,4,1,1,60,260,8,3,1,2,1,1,1,1,5,57,4,153241.071428571
3,80,2,2,20326,16,1,4,1,1,42,264,8,3,1,2,2,1,1,1,5,57,4,162397.321428571
3,80,3,2,20331,1,1,4,2,1,28,180,8,3,4,2,1,1,1,1,3,57,1,427896.428571429
3,80,3,2,20331,2,1,4,2,1,30,120,5,2,1,2,1,1,1,1,5,57,5,167526.19047619
3,80,3,2,20331,3,1,4,1,1,63,300,8,2,1,2,1,1,1,1,5,57,5,448571.428571429
3,80,3,2,20331,4,1,4,2,1,28,150,8,3,1,2,1,1,1,1,5,57,2,207194.047619048
3,80,3,2,20331,5,1,4,1,1,80,200,7,2,1,2,1,1,1,1,5,57,6,228236.111111111
3,80,3,2,20331,6,1,4,1,1,70,150,4,2,3,2,1,1,1,1,5,57,7,170891.156462585
3,80,3,2,20331,7,1,4,3,1,30,80,8,3,1,2,1,1,1,1,5,57,3,164924.603174603
3,80,3,2,20331,8,1,4,1,1,35,160,6,2,3,2,2,1,1,1,5,57,5,159235.714285714
3,80,3,2,20331,9,1,4,1,1,68,240,8,2,1,2,1,1,1,1,5,57,5,183744.047619048
3,80,3,2,20331,10,1,4,1,1,68,240,5,2,3,2,1,1,1,1,5,57,4,191969.047619048
3,80,3,2,20331,11,1,4,1,1,84,150,7,3,1,2,1,1,1,1,5,57,8,204033.482142857
3,80,3,2,20331,12,1,4,1,1,54,280,8,3,1,2,1,1,1,1,5,57,3,220319.841269841
3,80,3,2,20331,13,1,4,1,1,60,320,8,3,1,2,1,1,1,1,5,57,3,255561.111111111
3,80,3,2,20331,14,1,4,1,1,42,300,8,3,1,2,1,1,1,1,5,57,2,194668.452380952
3,80,3,2,20331,15,1,4,1,2,30,200,8,3,1,2,4, ,4,3,5,57,3,174777.777777778
3,80,3,2,20331,16,1,4,1,1,64,200,8,3,1,2,1,1,1,1,5,57,4,218218.75
3,80,6,2,20340,1,1,4,1,1,84,350,7,3,1,2,1,1,1,1,5,57,4,295254.761904762
3,80,6,2,20340,2,1,4,2,1,28,200,8,3,3,2,1,1,1,1,5,57,1,244754.761904762
3,80,6,2,20340,3,1,4,1,1,48,120,8,2,1,2,1,1,1,1,5,57,3,285865.079365079
3,80,6,2,20340,4,1,4,1,1,60,180,8,3,1,2,4, ,4,3,5,57,2,232794.642857143
3,80,6,2,20340,5,1,4,1,1,30,260,8,2,1,2,1,1,1,1,5,57,3,209684.523809524
3,80,6,2,20340,6,1,4,1,1,52,320,8,3,1,2,4, ,4,3,5,57,3,246206.349206349
3,80,6,2,20340,7,1,4,1,1,54,200,8,2,1,2,1,1,1,1,5,57,4,298928.571428571
3,80,6,2,20340,8,1,4,1,1,98,128,8,2,3,2,1,1,1,1,1,57,3,237438.095238095
3,80,6,2,20340,10,1,4,1,1,91,120,7,3,3,2,1,1,1,1,3,57,3,420543.650793651
3,80,6,2,20340,11,1,4,1,1,48,400,8,2,1,2,1,1,1,1,5,57,4,215914.285714286
3,80,6,2,20340,12,1,4,1,1,30,280,8,3,1,2,1,1,1,1,5,57,1,248263.095238095
3,80,6,2,20340,13,1,4,1,1,48,180,8,2,1,2,1,1,1,1,5,57,4,220084.821428571
3,80,6,2,20340,14,1,4,2,1,35,220,8,3,1,2,4, ,4,3,5,57,3,169910.714285714
3,80,6,2,20340,15,1,4,2,1,30,160,8,2,1,2,1,1,1,1,5,57,2,207978.571428571
3,80,6,2,20340,16,1,4,1,1,35,120,8,2,1,2,1,1,1,1,2,57,4,215671.130952381
3,80,10,2,20351,1,1,4,1,1,30,200,2, ,1,1,1,1,1,1,5,57,4,206687.5
3,80,10,2,20351,2,6,4,1,1,84,260,1, , ,1,1,1,1,1,5,57,2,307002.380952381
3,80,10,2,20351,3,1,4,1,1,112,400,8,2,1,2,1,1,1,1,5,57,5,257523.80952381
3,80,10,2,20351,4,1,4,2,1,45,160,3, , ,1,1,1,1,1,3,57,3,362070.634920635
3,80,10,2,20351,5,1,4,1,1,77,210,3, , ,1,1,1,1,1,5,57,4,161928.571428571
3,80,10,2,20351,6,1,4,2,1,30,200,3, , ,1,1,1,1,1,5,57,4,185363.69047619
3,80,10,2,20351,7,6,4,1,1,35,180,2, ,2,2,1,1,1,1,5,57,4,153863.095238095
3,80,10,2,20351,8,1,4,1,1,42,200,2, ,2,1,1,1,1,1,1,57,2,544164.285714286
3,80,10,2,20351,10,1,4,1,1,55,150,2, ,1,1,1,1,1,1,3,57,5,237000
3,80,10,2,20351,11,1,4,1,1,99,120,2, ,1,1,1,1,1,1,3,57,5,461078.095238095
3,80,10,2,20351,12,1,4,1,1,40,160,2, ,3,1,1,1,1,1,1,57,2,296547.619047619
3,80,10,2,20351,13,6,4,1,1,99,120,3, , ,2,2,1,1,1,3,57,3,388165.079365079
3,80,10,2,20351,16,1,4,1,1,60,160,2, ,1,2,1,1,1,1,3,57,6,194210.317460317
3,80,13,2,20361,1,1,4,1,1,54,300,6,2,2,2,1,1,1,1,5,57,4,214742.55952381
3,80,13,2,20361,3,1,4,1,1,56,330,8,2,2,2,1,1,1,1,5,57,3,409027.380952381
3,80,13,2,20361,4,1,4,1,1,48,253,8,3,1,2,1,1,1,1,5,57,4,224938.988095238
3,80,13,2,20361,6,1,4,1,1,54,360,8,3,1,2,1,1,1,1,5,57,6,178692.857142857
3,80,13,2,20361,7,6,4,1,1,42,130,6,2,2,2,1,1,1,1,5,57,3,163130.555555556
3,80,13,2,20361,8,1,4,1,1,42,126,8,2,2,2,1,1,1,1,5,57,3,156178.571428571
3,80,13,2,20361,9,1,4,1,1,56,200,8,3,2,2,1,1,1,1,5,57,5,206490.714285714
3,80,13,2,20361,10,1,4,1,1,56,325,8,3,2,2,1,1,1,1,5,57,1,593279.761904762
3,80,13,2,20361,11,1,6,2,2,20,160,8,3,2,2,3,1,1,4,5,57,1,748678.571428571
3,80,13,2,20361,12,1,4,1,1,35,60,8,3,2,2,1,1,1,1,5,57,5,191032.142857143
3,80,13,2,20361,14,1,1,1,1,36,300,8,2,1,2,1,1,1,1,5,57,3,152482.142857143
3,80,13,2,20361,15,1,4,1,1,54,120,8,3,2,2,1,1,1,1,3,57,2,692232.142857143
3,91,2,2,10365,1,6,4,1,1,30,72,2, ,1,1,1,1,1,1,5,57,4,236321.428571429
3,91,2,2,10365,2,1,4,1,1,35,150,8,3,2,2,1,1,1,1,5,57,4,233980.654761905
3,91,2,2,10365,3,1,4,1,1,42,80,2, ,1,1,1,1,1,1,5,57,3,300136.904761905
3,91,2,2,10365,4,1,4,1,1,72,165,2, ,1,1,1,1,1,1,5,57,4,216455.357142857
3,91,2,2,10365,5,1,4,1,1,30,80,8,3,1,2,1,1,1,1,1,57,1,502476.190476191
3,91,2,2,10365,6,1,4,1,1,54,120,2, ,1,1,1,1,1,1,3,57,6,269424.603174603
3,91,2,2,10365,7,1,4,1,1,72,112,2, ,1,1,1,1,1,1,3,57,6,246282.738095238
3,91,2,2,10365,8,1,4,1,1,36,500,8,1,2,1,1,1,1,1,5,57,6,172988.888888889
3,91,2,2,10365,9,1,4,1,1,54,140,8,3,1,2,1,1,1,1,5,57,3,336309.523809524
3,91,2,2,10365,10,1,4,1,1,42,70,8,1,2,2,3,1,4,1,5,57,3,303077.777777778
3,91,2,2,10365,11,1,4,1,1,56,143,8,1,2,1,1,1,1,1,3,57,5,340444.523809524
3,91,2,2,10365,12,1,4,1,1,32,90,8,2,2,2,4, ,5,1,5,57,4,223058.035714286
3,91,2,2,10365,13,1,4,1,1,128,370,8,2,1,2,1,1,1,1,1,57,4,435743.154761905
3,91,2,2,10365,14,6,4,2,1,35,84,8,3,1,2,4, ,5,1,5,57,5,154957.142857143
3,91,2,2,10365,15,6,4,1,1,77,135,8,1,2,1,1,1,1,1,5,57,3,316992.063492063
3,91,2,2,10365,16,1,4,1,1,63,108,2, ,1,1,1,1,1,1,5,57,3,399495.238095238
3,92,2,2,20379,1,1,4,2,1,6,42,2, ,4,2,2,1,4,1,3,57,3,184694.444444444
3,92,2,2,20379,2,1,4,1,1,70,361,1, , ,1,1,1,1,1,1,57,2,560622.023809524
3,92,2,2,20379,3,1,4,1,2,30,72,6,3,2,2,1,1,1,1,5,57,7,156575.510204082
3,92,2,2,20379,4,1,4,1,1,42,99,6,1,2,1,1,1,1,1,5,57,4,242797.023809524
3,92,2,2,20379,5,1,4,1,1,96,456,2, ,1,1,1,1,1,1,3,57,3,278579.761904762
3,92,2,2,20379,6,1,4,1,1,72,446,2, ,1,1,1,1,1,1,3,57,4,356672.619047619
3,92,2,2,20379,7,1,4,1,1,70,204,2, ,1,1,1,1,1,1,3,57,5,276172.619047619
3,92,2,2,20379,8,1,4,1,1,30,56,1, , ,1,1,1,1,1,5,57,4,164110.119047619
3,92,2,2,20379,9,1,4,1,1,87,157,1, , ,1,1,1,1,1,3,57,5,299680
3,92,2,2,20379,10,1,4,1,1,23,86,6,2,1,2,1,1,1,1,3,57,4,295464.285714286
3,92,2,2,20379,11,1,4,1,1,30,175,2, ,2,1,1,1,1,1,5,57,5,205744.047619048
3,92,2,2,20379,12,6,4,1,1,42,221,2, ,1,1,1,1,1,1,5,57,3,253142.857142857
3,92,2,2,20379,13,1,4,2,1,20,72,8,3,3,2,4, ,6,1,5,57,4,211613.095238095
3,92,2,2,20379,14,1,4,1,1,56,130,2, ,1,1,1,1,1,1,3,57,4,222098.214285714
3,92,2,2,20379,15,1,4,1,1,42,255,2, ,1,1,1,1,1,1,3,57,3,380217.857142857
3,92,2,2,20379,16,1,4,1,1,45,130,1, , ,1,1,1,1,1,5,57,4,192703.869047619
3,92,6,2,20384,1,1,4,1,1,35,70,7,2,3,2,1,1,1,1,5,57,3,274554.761904762
3,92,6,2,20384,2,1,4,1,1,42,144,7,2,3,2,1,1,1,1,5,57,4,220607.142857143
3,92,6,2,20384,3,1,4,1,1,30,72,7,2,3,2,1,1,1,1,5,57,1,421904.761904762
3,92,6,2,20384,4,1,4,1,1,35,96,7,2,3,2,1,1,1,1,5,57,2,202220.238095238
3,92,6,2,20384,5,1,4,2,2,20,452,7,2,3,2,4, ,5,3,5,57,3,275701.984126984
3,92,6,2,20384,6,1,4,1,1,35,85,7,2,3,2,3,1,1,1,5,57,4,279884.523809524
3,92,6,2,20384,7,1,4,1,1,12,48,7,2,3,2,2,2,1,1,5,57,2,178108.333333333
3,92,6,2,20384,8,1,4,1,1,42,99,7,2,3,2,1,1,1,1,3,57,4,208187.5
3,92,6,2,20384,9,1,4,1,1,33,95,7,2,3,2,1,1,4,1,5,57,4,209504.464285714
3,92,6,2,20384,10,7,4,2,1,20,53,7,2,3,2,1,1,1,1,3,57,4,220613.095238095
3,92,6,2,20384,11,7,4,2,1,12,49,7,2,3,2,2,1,1,1,3,57,3,234833.333333333
3,92,6,2,20384,12,7,4,2,1,30,55,7,2,1,2,1,1,1,1,3,57,3,310166.666666667
3,92,6,2,20384,13,1,4,1,1,20,81,7,2,3,2,2,2,1,1,3,57,3,268744.047619048
3,92,6,2,20384,14,1,4,1,1,96,414,7,2,3,2,1,1,1,1,3,57,3,301988.095238095
3,92,6,2,20384,15,1,4,1,1,48,86,7,2,3,2,1,1,1,1,3,57,8,203122.023809524
3,92,6,2,20384,16,6,4,1,1,25,63,7,2,3,2,1,1,1,1,3,57,3,313011.904761905
3,100,4,2,20401,1,6,4,1,1,56,240,7,2,1,2,1,1,4,1,5,57,6,217435.912698413
3,100,4,2,20401,2,1,6,3,2,36,132,7,2,2,2,4, ,5,3,5,57,4,200594.047619048
3,100,4,2,20401,3,1,6,3,2,20,625,7,2,3,2,4, ,5,3,5,57,2,271851.19047619
3,100,4,2,20401,4,1,4,1,1,42,300,7,2,2,2,1,1,1,1,5,57,5,233285.714285714
3,100,4,2,20401,5,1,4,1,1,42,117,7,2,2,2,4, ,5,3,5,57,5,237834.761904762
3,100,4,2,20401,6,1,4,1,1,42,120,7,2,2,2,1,1,5,2,5,57,4,269230.357142857
3,100,4,2,20401,7,1,4,2,1,42,150,3, , ,2,1,1,1,1,5,57,2,317386.30952381
3,100,4,2,20401,8,1,4,1,1,54,120,7,2,2,2,1,1,5,1,3,57,4,337762.202380952
3,100,4,2,20401,9,1,4,1,1,30,600,7,2,2,2,1,1,5,2,5,57,4,247488.69047619
3,100,4,2,20401,10,1,4,1,1,30,100,7,2,1,2,4, ,3,2,5,57,3,280224.603174603
3,100,4,2,20401,11,1,4,1,1,30,180,7,2,2,2,4, ,3,3,5,57,3,247903.174603175
3,100,4,2,20401,12,1,6,2,2,42,360,7,2,1,2,4, ,3,3,5,57,9,196454.497354497
3,100,4,2,20401,13,1,4,2,2,30,180,7,2,1,2,4, ,3,3,5,57,4,192598.80952381
3,100,4,2,20401,14,1,4,1,1,77,300,7,2,1,2,4, ,3,2,5,57,9,175996.560846561
3,100,4,2,20401,15,1,4,1,1,56,300,7,2,2,2,2,1,1,2,5,57,4,230656.547619048
3,100,4,2,20401,16,1,4,1,1,42,399,7,2,1,2,4, ,3,2,5,57,4,183786.30952381
3,100,8,2,20409,1,1,1,1,1,52,240,7,3,2,2,4, ,4,3,5,57,7,204150.170068027
3,100,8,2,20409,2,1,6,2,2,24,96,7,3,2,2,2,2,1,2,5,57,3,207701.587301587
3,100,8,2,20409,3,1,4,3,2,30,216,7,2,2,2,4, ,4,3,5,57,2,255773.80952381
3,100,8,2,20409,4,1,4,1,1,42,216,7,2,2,2,4, ,4,3,5,57,4,276412.797619048
3,100,8,2,20409,5,1,4,1,2,32,204,1, , ,1,2,1,1,3,3,57,4,294322.916666667
3,100,8,2,20409,6,1,4,1,1,81,300,7,2,1,2,4, ,3,2,5,57,6,214065.674603175
3,100,8,2,20409,7,1,6,2,1,32,300,7,3,2,2,4, ,5,2,5,57,5,269575.238095238
3,100,8,2,20409,8,1,4,1,1,64,300,7,2,1,2,2,1,1,1,5,57,4,283661.607142857
3,100,8,2,20409,9,1,4,1,1,42,168,7,3,2,2,1,1,1,1,5,57,2,259666.071428571
3,100,8,2,20409,10,1,4,1,1,88,300,8,2,2,2,4, ,3,1,5,57,6,168786.706349206
3,100,8,2,20409,11,1,6,2,2,15,36,8,2,2,2,4, ,3,3,5,57,4,175989.583333333
3,100,8,2,20409,12,1,1,1,1,42,600,7,2,2,2,1,1,1,1,1,57,3,293418.650793651
3,100,8,2,20409,13,1,4,1,1,24,150,7,2,3,2,4, ,3,1,5,57,3,358347.619047619
3,100,8,2,20409,14,5,4,2,1,30,168,7,3,2,2,3,1,1,3,5,57,5,221390
3,100,8,2,20409,15,1,6,2,2,35,380,7,2,2,2,4, ,4,2,5,57,9,169769.047619048
3,100,8,2,20409,16,5,5,1,1,36,90,7,2,1,2,1,1,1,1,5,57,2,372915.476190476
3,100,10,2,20417,1,1,4,1,2,104,400,8,2,2,2,1,1,4,1,5,57,3,303797.222222222
3,100,10,2,20417,2,1,4,1,2,48,300,7,2,2,2,4, ,3,3,5,57,4,246588.095238095
3,100,10,2,20417,3,1,4,1,1,104,400,8,2,2,2,4, ,5,3,5,57,2,428161.904761905
3,100,10,2,20417,4,1,4,1,1,150,300,7,2,1,2,1,1,1,1,5,57,5,212039.761904762
3,100,10,2,20417,5,6,6,3,2,20,100,7,2,1,2,4, ,5,3,5,57,3,247599.206349206
3,100,10,2,20417,6,1,4,1,1,30,300,7,2,1,2,1,1,1,2,5,57,3,291212.301587302
3,100,10,2,20417,7,1,4,1,1,42,300,7,2,1,2,1,1,4,1,5,57,6,205113.293650794
3,100,10,2,20417,8,1,4,1,1,20,120,7,2,1,2,1,1,4,1,5,57,5,206395
